Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,18.981,25985.300,-0.177
-1.900,19.034,25970.500,-0.178
-1.800,18.970,25984.200,-0.177
-1.700,19.037,25975.700,-0.177
-1.600,18.963,25973.800,-0.176
-1.500,18.892,25965.800,-0.176
-1.400,18.897,25985.600,-0.176
-1.300,18.977,25997.300,-0.176
-1.200,19.049,25988.800,-0.177
-1.100,19.023,25981.400,-0.177
-1.000,18.898,25993.300,-0.177
-0.900,18.897,25990.300,-0.177
-0.800,18.891,25970.500,-0.178
-0.700,18.829,25980.900,-0.177
-0.600,18.859,25972.100,-0.178
-0.500,18.948,25999.500,-0.178
-0.400,18.977,25996.000,-0.178
-0.300,18.868,26003.000,-0.178
-0.200,18.938,26001.200,-0.177
-0.100,18.873,25983.700,-0.177
0.000,18.852,25988.400,-0.177
0.100,18.848,25977.800,-0.177
0.200,18.975,25983.100,-0.177
0.300,18.976,25989.100,-0.178
0.400,18.914,25994.400,-0.177
0.500,18.929,26011.500,-0.177
0.600,18.938,26012.600,-0.177
0.700,18.984,26013.800,-0.177
0.800,18.862,26004.700,-0.177
0.900,18.845,26007.300,-0.177
1.000,18.903,26011.700,-0.177
1.100,18.959,26008.400,-0.177
1.200,18.870,26007.000,-0.177
1.300,18.968,26012.300,-0.177
1.400,18.864,26008.400,-0.177
1.500,18.832,26010.200,-0.176
1.600,18.833,26021.100,-0.176
1.700,19.007,26015.500,-0.176
1.800,18.881,26012.500,-0.177
1.900,18.976,26010.200,-0.177
2.000,18.967,26008.600,-0.178
2.100,18.919,25989.900,-0.177
2.200,18.903,25994.400,-0.178
2.300,18.895,25992.200,-0.177
2.400,18.843,25994.000,-0.178
2.500,18.934,25991.300,-0.178
2.600,18.978,25982.200,-0.178
2.700,18.937,25982.400,-0.177
2.800,18.881,25981.000,-0.177
2.900,18.732,25982.700,-0.176
3.000,18.853,25984.200,-0.176
#,#,#,#
