Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,19.213,44484.300,-0.342
-1.900,19.224,44702.000,-0.317
-1.800,19.203,44656.400,-0.337
-1.700,19.466,45192.500,-0.338
-1.600,-37.115,45601.100,-0.336
-1.500,18.351,45358.800,-0.354
-1.400,21.907,45672.300,-0.301
-1.300,22.061,45518.000,-0.329
-1.200,23.217,45689.900,-0.320
-1.100,21.457,45744.500,-0.317
-1.000,20.229,45986.400,-0.337
-0.900,21.015,46015.800,-0.327
-0.800,20.229,45724.500,-0.347
-0.700,20.884,45844.600,-0.335
-0.600,21.691,46312.400,-0.336
-0.500,20.872,46289.400,-0.335
-0.400,22.265,46142.100,-0.327
-0.300,21.749,45610.300,-0.323
-0.200,20.104,45809.000,-0.304
-0.100,20.402,45840.800,-0.311
0.000,22.080,46070.800,-0.338
0.100,20.775,45470.900,-0.329
0.200,22.925,45095.500,-0.302
0.300,20.606,45760.400,-0.324
0.400,21.047,45786.600,-0.318
0.500,21.502,45902.700,-0.320
0.600,23.924,45577.800,-0.318
0.700,19.402,45395.200,-0.333
0.800,21.371,45161.600,-0.312
0.900,20.599,44819.400,-0.308
1.000,21.385,44831.200,-0.306
1.100,21.364,45156.200,-0.310
1.200,20.670,45038.600,-0.325
1.300,20.481,44711.700,-0.312
1.400,21.159,44652.400,-0.315
1.500,20.804,45086.700,-0.326
1.600,20.303,44825.900,-0.313
1.700,21.365,44460.000,-0.309
1.800,21.087,45245.900,-0.304
1.900,21.114,45577.500,-0.327
2.000,19.997,45304.900,-0.304
2.100,18.718,45420.100,-0.319
2.200,20.224,45056.100,-0.312
2.300,19.506,45353.000,-0.327
2.400,20.850,45363.400,-0.330
2.500,22.626,45315.100,-0.330
2.600,20.775,45614.900,-0.321
2.700,21.742,45213.400,-0.328
2.800,20.173,45094.400,-0.323
2.900,21.467,44958.100,-0.327
3.000,20.515,45063.600,-0.311
#,#,#,#
