Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,41.473,7363.490,-0.073
-1.900,41.995,7376.930,-0.071
-1.800,39.829,7366.680,-0.074
-1.700,38.543,7357.160,-0.069
-1.600,34.933,7365.150,-0.073
-1.500,36.328,7362.450,-0.070
-1.400,34.051,7364.570,-0.072
-1.300,33.896,7358.740,-0.070
-1.200,31.487,7360.630,-0.072
-1.100,34.062,7366.700,-0.069
-1.000,31.795,7381.120,-0.071
-0.900,29.153,7370.470,-0.068
-0.800,30.034,7374.790,-0.069
-0.700,28.512,7370.090,-0.073
-0.600,31.059,7370.720,-0.073
-0.500,30.053,7363.820,-0.069
-0.400,28.007,7364.300,-0.071
-0.300,29.507,7374.750,-0.071
-0.200,27.050,7362.440,-0.072
-0.100,28.271,7368.430,-0.071
0.000,29.096,7375.840,-0.069
0.100,29.871,7376.850,-0.071
0.200,28.725,7380.640,-0.071
0.300,30.341,7383.790,-0.071
0.400,28.398,7395.560,-0.069
0.500,28.112,7391.770,-0.068
0.600,28.717,7411.690,-0.071
0.700,29.331,7403.290,-0.069
0.800,27.912,7400.480,-0.068
0.900,29.112,7403.710,-0.070
1.000,28.638,7385.140,-0.070
1.100,28.342,7382.830,-0.069
1.200,28.215,7409.240,-0.070
1.300,27.840,7392.750,-0.068
1.400,26.746,7392.090,-0.072
1.500,26.789,7401.680,-0.071
1.600,26.780,7385.760,-0.068
1.700,26.714,7381.730,-0.066
1.800,26.369,7379.000,-0.069
1.900,27.249,7381.070,-0.067
2.000,27.802,7388.000,-0.071
2.100,26.559,7386.240,-0.070
2.200,27.528,7390.040,-0.069
2.300,27.003,7402.620,-0.070
2.400,27.098,7388.800,-0.070
2.500,26.486,7392.600,-0.068
2.600,26.629,7384.940,-0.072
2.700,26.232,7392.690,-0.071
2.800,25.804,7406.080,-0.074
2.900,25.832,7378.680,-0.068
3.000,27.307,7401.220,-0.072
#,#,#,#
