Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.000,22.088,6037.240,-0.047
-1.900,22.304,6038.400,-0.047
-1.800,-143.329,6033.350,-0.047
-1.700,20.847,6036.510,-0.045
-1.600,22.057,6035.710,-0.046
-1.500,21.154,6037.050,-0.046
-1.400,21.885,6038.110,-0.046
-1.300,21.328,6032.040,-0.046
-1.200,19.959,6031.490,-0.047
-1.100,20.958,6032.140,-0.047
-1.000,21.428,6038.290,-0.046
-0.900,21.365,6034.040,-0.046
-0.800,22.362,6030.180,-0.048
-0.700,22.395,6029.180,-0.048
-0.600,21.753,6030.940,-0.049
-0.500,21.836,6032.960,-0.047
-0.400,21.959,6033.930,-0.047
-0.300,22.742,6033.940,-0.048
-0.200,21.502,6034.040,-0.048
-0.100,21.448,6033.480,-0.046
0.000,21.869,6038.720,-0.048
0.100,22.249,6036.980,-0.047
0.200,21.480,6036.850,-0.047
0.300,21.609,6038.320,-0.046
0.400,21.556,6040.290,-0.046
0.500,20.948,6039.190,-0.045
0.600,21.239,6037.700,-0.046
0.700,21.141,6038.530,-0.048
0.800,22.639,6040.480,-0.047
0.900,22.100,6045.950,-0.048
1.000,21.845,6043.920,-0.046
1.100,22.275,6045.250,-0.045
1.200,22.102,6044.760,-0.047
1.300,21.329,6042.000,-0.046
1.400,22.101,6043.180,-0.047
1.500,22.245,6042.480,-0.047
1.600,22.202,6045.990,-0.047
1.700,21.261,6044.940,-0.046
1.800,21.345,6043.390,-0.047
1.900,21.009,6033.490,-0.047
2.000,21.120,6031.520,-0.047
2.100,21.548,6033.880,-0.046
2.200,21.852,6032.090,-0.047
2.300,21.838,6034.120,-0.048
2.400,22.116,6034.480,-0.047
2.500,21.270,6033.910,-0.047
2.600,21.321,6032.690,-0.047
2.700,21.640,6035.130,-0.049
2.800,21.501,6034.040,-0.046
2.900,21.659,6032.780,-0.045
3.000,21.655,6032.130,-0.046
#,#,#,#
